	coll	measure	mfw	Cluster Errors	Adjusted Rand Index	Homogeneity	Completeness	V Measure	Purity	Entropy
ELTeC-hun_cosine-d_0150	ELTeC-hun	cosine-d	0150	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0150	ELTeC-hun	burrows-d	0150	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_eders-d_0150	ELTeC-hun	eders-d	0150	1.0	0.8382352941176471	0.9474427588512931	0.9751624269672717	0.9611027650907247	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_0200	ELTeC-hun	cosine-d	0200	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0200	ELTeC-hun	burrows-d	0200	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_eders-d_0200	ELTeC-hun	eders-d	0200	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_cosine-d_0250	ELTeC-hun	cosine-d	0250	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0250	ELTeC-hun	burrows-d	0250	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_0250	ELTeC-hun	eders-d	0250	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0300	ELTeC-hun	cosine-d	0300	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0300	ELTeC-hun	burrows-d	0300	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_0300	ELTeC-hun	eders-d	0300	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0350	ELTeC-hun	cosine-d	0350	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0350	ELTeC-hun	burrows-d	0350	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_0350	ELTeC-hun	eders-d	0350	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0400	ELTeC-hun	cosine-d	0400	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0400	ELTeC-hun	burrows-d	0400	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_0400	ELTeC-hun	eders-d	0400	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0450	ELTeC-hun	cosine-d	0450	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0450	ELTeC-hun	burrows-d	0450	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_0450	ELTeC-hun	eders-d	0450	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0500	ELTeC-hun	cosine-d	0500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0500	ELTeC-hun	burrows-d	0500	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_0500	ELTeC-hun	eders-d	0500	1.0	0.9203187250996016	0.9715743066494205	0.975764380926015	0.9736648359117752	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0600	ELTeC-hun	cosine-d	0600	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0600	ELTeC-hun	burrows-d	0600	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_0600	ELTeC-hun	eders-d	0600	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0700	ELTeC-hun	cosine-d	0700	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0700	ELTeC-hun	burrows-d	0700	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_0700	ELTeC-hun	eders-d	0700	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0800	ELTeC-hun	cosine-d	0800	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0800	ELTeC-hun	burrows-d	0800	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_0800	ELTeC-hun	eders-d	0800	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_0900	ELTeC-hun	cosine-d	0900	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_0900	ELTeC-hun	burrows-d	0900	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_0900	ELTeC-hun	eders-d	0900	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_cosine-d_1000	ELTeC-hun	cosine-d	1000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_1000	ELTeC-hun	burrows-d	1000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_1000	ELTeC-hun	eders-d	1000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_1200	ELTeC-hun	cosine-d	1200	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_1200	ELTeC-hun	burrows-d	1200	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_1200	ELTeC-hun	eders-d	1200	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_1400	ELTeC-hun	cosine-d	1400	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_1400	ELTeC-hun	burrows-d	1400	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_1400	ELTeC-hun	eders-d	1400	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_1600	ELTeC-hun	cosine-d	1600	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_1600	ELTeC-hun	burrows-d	1600	1.0	0.8382352941176471	0.9474427588512931	0.9751624269672717	0.9611027650907247	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_1600	ELTeC-hun	eders-d	1600	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_1800	ELTeC-hun	cosine-d	1800	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_1800	ELTeC-hun	burrows-d	1800	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_1800	ELTeC-hun	eders-d	1800	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_2000	ELTeC-hun	cosine-d	2000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_2000	ELTeC-hun	burrows-d	2000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_2000	ELTeC-hun	eders-d	2000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_2500	ELTeC-hun	cosine-d	2500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_2500	ELTeC-hun	burrows-d	2500	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_2500	ELTeC-hun	eders-d	2500	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_3000	ELTeC-hun	cosine-d	3000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_3000	ELTeC-hun	burrows-d	3000	1.0	0.9203187250996016	0.9715743066494207	0.9757643809260153	0.9736648359117754	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_3000	ELTeC-hun	eders-d	3000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_3500	ELTeC-hun	cosine-d	3500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_3500	ELTeC-hun	burrows-d	3500	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_3500	ELTeC-hun	eders-d	3500	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_4000	ELTeC-hun	cosine-d	4000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_4000	ELTeC-hun	burrows-d	4000	1.0	0.8382352941176471	0.9474427588512931	0.9751624269672717	0.9611027650907247	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_4000	ELTeC-hun	eders-d	4000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_4500	ELTeC-hun	cosine-d	4500	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_4500	ELTeC-hun	burrows-d	4500	1.0	0.8382352941176471	0.9474427588512931	0.9751624269672717	0.9611027650907247	0.9090909090909091	0.05255724114870688
ELTeC-hun_eders-d_4500	ELTeC-hun	eders-d	4500	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
ELTeC-hun_cosine-d_5000	ELTeC-hun	cosine-d	5000	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ELTeC-hun_burrows-d_5000	ELTeC-hun	burrows-d	5000	1.0	0.9203187250996016	0.9715743066494205	0.9757643809260153	0.9736648359117753	0.9696969696969697	0.028425693350579515
ELTeC-hun_eders-d_5000	ELTeC-hun	eders-d	5000	1.0	0.8382352941176471	0.9474427588512934	0.975162426967272	0.9611027650907249	0.9090909090909091	0.05255724114870688
